alpha,n,normalized_multiplier,limit,absolute_error
0.7,25,0.2493175534842657665069280801313516987345,0.249317548844043943080875314159565599949,0.000000004640221823426052765971786098785470308523
0.7,26,0.2493175511641548288760550059203811034211,0.249317548844043943080875314159565599949,0.000000002320110885795179691760815503472146175139
0.7,27,0.2493175500040993794990036009855647655576,0.249317548844043943080875314159565599949,0.00000000116005543641812828682599916560856639423
0.7,28,0.2493175494240716596700740820279453397323,0.249317548844043943080875314159565599949,0.0000000005800277165891987678683797397833224245915
0.7,29,0.249317549134057800970508355984973278491,0.249317548844043943080875314159565599949,0.0000000002900138578896330418254076785419631637193
0.7,30,0.2493175489890508719244502497672454863999,0.249317548844043943080875314159565599949,0.00000000014500692884357493560767988645091720439
0.7,31,0.2493175489165474074773523856649210042742,0.249317548844043943080875314159565599949,0.00000000007250346439647707150535540432521673548243
0.7,32,0.2493175488802956752727862508410935985451,0.249317548844043943080875314159565599949,0.00000000003625173219191093668152799859611994270894
0.7,33,0.24931754886216980917524888273297610225,0.249317548844043943080875314159565599949,0.00000000001812586609437356857341050230097657425185
0.7,34,0.249317548853106876127666623504486717962,0.249317548844043943080875314159565599949,0.000000000009062933046791309344921118013017101741568
0.7,35,0.2493175488485754096041721000965869058101,0.249317548844043943080875314159565599949,0.000000000004531466523296785937021305861114607839037
0.7,36,0.2493175488463096763424989899442172871106,0.249317548844043943080875314159565599949,0.00000000000226573326162367578465168716158048078387
0.7,37,0.2493175488451768097116809727559268080272,0.249317548844043943080875314159565599949,0.000000000001132866630805658596361208078217488120684
0.7,38,0.2493175488446103763962765986337550583549,0.249317548844043943080875314159565599949,5.664333154012844741894584059244874119164e-13
0.7,39,0.249317548844327159738575570190662544399,0.249317548844043943080875314159565599949,2.832166577002560310969444499735459544193e-13
0.7,40,0.2493175488441855514097253456236146261927,0.249317548844043943080875314159565599949,1.416083288500314640490262436530193395923e-13
0.7,41,0.2493175488441147472453003057537152516014,0.249317548844043943080875314159565599949,7.080416442499159414965165235724886035943e-14
0.7,42,0.249317548844079345163087803922171710411,0.249317548844043943080875314159565599949,3.540208221248976260611046204433142781236e-14
0.7,43,0.2493175488440616441219815575322514763394,0.249317548844043943080875314159565599949,1.770104110624337268587639039272023831306e-14
0.7,44,0.2493175488440527936014284354687542434341,0.249317548844043943080875314159565599949,8.850520553121309188643485089514722133078e-15
0.7,45,0.249317548844048368341151874719871348014,0.249317548844043943080875314159565599949,4.425260276560560305748065024360508295027e-15
0.7,46,0.2493175488440461557110135944161463305621,0.249317548844043943080875314159565599949,2.21263013828025658073061313287035301518e-15
0.7,47,0.2493175488440450493959444542819629294007,0.249317548844043943080875314159565599949,1.106315069140122397329451721706365232074e-15
0.7,48,0.2493175488440444962384098842192910057112,0.249317548844043943080875314159565599949,5.531575345700597254057621496833127981043e-16
0.7,49,0.2493175488440442196596425991890599880891,0.249317548844043943080875314159565599949,2.765787672850294943881401470507305696872e-16
0.7,50,0.2493175488440440813702589566742207153338,0.249317548844043943080875314159565599949,1.382893836425146551153848415778265306421e-16
1.3,1,-0.4622888266898325689987861383354862197523,-0.1538705960439442305437686714273477121448,0.3084182306458883384550174669081385076075
1.3,2,-0.2369555646991343615345592082623787879295,-0.1538705960439442305437686714273477121448,0.08308496865519013099079053683503107578471
1.3,3,-0.187455925458916662294617482477398552972,-0.1538705960439442305437686714273477121448,0.03358532941497243175084881105005084082717
1.3,4,-0.1691816117725582649631505422029417807937,-0.1538705960439442305437686714273477121448,0.0153110157286140344193818707755940686489
1.3,5,-0.1612012123991263620545704941975209853902,-0.1538705960439442305437686714273477121448,0.007330616355182131510801822770173273245373
1.3,6,-0.1574595817365851401836270473465042105793,-0.1538705960439442305437686714273477121448,0.003588985692640909639858375919156498434522
1.3,7,-0.1556465786891153537767689033002342718373,-0.1538705960439442305437686714273477121448,0.001775982645171123233000231872886559692553
1.3,8,-0.1547540286776267530360403141665154639968,-0.1538705960439442305437686714273477121448,0.0008834326336825224922716427391677518520306
1.3,9,-0.1543111811492108400686648495626439092638,-0.1538705960439442305437686714273477121448,0.0004405851052666095248961781352961971190079
1.3,10,-0.1540906068422432919467998653437246155037,-0.1538705960439442305437686714273477121448,0.0002200107982990614030311939163769033589221
1.3,11,-0.1539805311350213729288400080634722443982,-0.1538705960439442305437686714273477121448,0.000109935091077142385071336636124532253415
1.3,12,-0.1539255460287438374865265304064694244115,-0.1538705960439442305437686714273477121448,0.0000549499847996069427578589791217122666777
1.3,13,-0.1538980666481920167511798746946024161178,-0.1538705960439442305437686714273477121448,0.000027470604247786207411203267254703973027
1.3,14,-0.1538843302492840744721175830593561603835,-0.1538705960439442305437686714273477121448,0.00001373420533984392834891163200844823871139
1.3,15,-0.1538774628724498761530934169581116017539,-0.1538705960439442305437686714273477121448,0.000006866828505645609324745530763889609143712
1.3,16,-0.1538740293896599507238927139780186863307,-0.1538705960439442305437686714273477121448,0.000003433345715720180124042550670974185858512
1.3,17,-0.1538723126996683107527100776757784371018,-0.1538705960439442305437686714273477121448,0.000001716655724080208941406248430724956965506
1.3,18,-0.1538714543675228876477731257818413275891,-0.1538705960439442305437686714273477121448,0.0000008583235786571040044543544936154443263814
1.3,19,-0.1538710252046627210917521515446950574717,-0.1538705960439442305437686714273477121448,0.0000004291607184905479834801173473453268677911
1.3,20,-0.1538708106240357672850098940684539724327,-0.1538705960439442305437686714273477121448,0.0000002145800915367412412226411062602879151125
1.3,21,-0.153870703333923071902232920969886434118,-0.1538705960439442305437686714273477121448,0.0000001072899788413584642495425387219731839933
1.3,22,-0.1538706496889169194850905827267970401886,-0.1538705960439442305437686714273477121448,0.0000000536449726889413219112994493280437883648
1.3,23,-0.1538706228664263920818431813635594451697,-0.1538705960439442305437686714273477121448,0.00000002682248216153807450993621173302486435954
1.3,24,-0.153870609455184265579895703300934281157,-0.1538705960439442305437686714273477121448,0.0000000134112400350361270318735865690121752549
1.3,25,-0.1538706027495639866286341801245593981613,-0.1538705960439442305437686714273477121448,0.000000006705619756084865508697211686016477230083
1.3,26,-0.1538705993967540432279056175323339250855,-0.1538705960439442305437686714273477121448,0.000000003352809812684136946104986212940684884315
1.3,27,-0.1538705977203491205462636541146903661292,-0.1538705960439442305437686714273477121448,0.000000001676404890002494982687342653984413034686
1.3,28,-0.1538705968821466714601228478916988568843,-0.1538705960439442305437686714273477121448,0.0000000008382024409163541764643511447395115687231
1.3,29,-0.1538705964630454499807224381536890505594,-0.1538705960439442305437686714273477121448,0.0000000004191012194369537667263413384145543755186
1.3,30,-0.1538705962534948400069397253158092919861,-0.1538705960439442305437686714273477121448,0.0000000002095506094631710538884615798413093723188
1.3,31,-0.1538705961487195352115277411156199129063,-0.1538705960439442305437686714273477121448,0.0000000001047753046677590696882722007615065530912
1.3,32,-0.1538705960963318828616915919715840006049,-0.1538705960439442305437686714273477121448,0.00000000005238765231792292054423628846013358060737
1.3,33,-0.1538705960701380566987409781262521328141,-0.1538705960439442305437686714273477121448,0.00000000002619382615497230669890442066926868097221
1.3,34,-0.1538705960570411436202575363837166452665,-0.1538705960439442305437686714273477121448,0.00000000001309691307648886495636893312174259607793
1.3,35,-0.1538705960504926870817637818072888786121,-0.1538705960439442305437686714273477121448,0.000000000006548456537995110379941166467304846120827
1.3,36,-0.1538705960472184588127038960927609102563,-0.1538705960439442305437686714273477121448,0.000000000003274228268935224665413198111467433811262
1.3,37,-0.1538705960455813446782207011289153949076,-0.1538705960439442305437686714273477121448,0.000000000001637114134452029701567682762838270260104
1.3,38,-0.1538705960447627876109907906203468782014,-0.1538705960439442305437686714273477121448,8.185570672221191929991660566516218457938e-13
1.3,39,-0.1538705960443535090773787571094011330605,-0.1538705960439442305437686714273477121448,4.092785336100856820534209156909760423341e-13
1.3,40,-0.1538705960441488698105734707897628829143,-0.1538705960439442305437686714273477121448,2.046392668047993624151707695064097244241e-13
1.3,41,-0.1538705960440465501771710102389024127124,-0.1538705960439442305437686714273477121448,1.023196334023388115547005676458890905345e-13
1.3,42,-0.1538705960439953903604698256157118412375,-0.1538705960439442305437686714273477121448,5.115981670115418836412909266829732763534e-14
1.3,43,-0.153870596043969810452119244717176471395,-0.1538705960439442305437686714273477121448,2.5579908350573289828759250185759575069e-14
1.3,44,-0.1538705960439570204979439571211737654461,-0.1538705960439442305437686714273477121448,1.278995417528569382605330126081660480464e-14
1.3,45,-0.1538705960439506255208563140364886572145,-0.1538705960439442305437686714273477121448,6.394977087642609140945069698021767902016e-15
1.3,46,-0.1538705960439474280323124926724751642844,-0.1538705960439442305437686714273477121448,3.197488543821245127452139619117907973701e-15
1.3,47,-0.1538705960439458292880405820350506831158,-0.1538705960439442305437686714273477121448,1.598744271910607702970971002486167198495e-15
1.3,48,-0.1538705960439450299159046267274840088556,-0.1538705960439442305437686714273477121448,7.993721359553001362967107995249440529049e-16
1.3,49,-0.1538705960439446302298366490764870633065,-0.1538705960439442305437686714273477121448,3.996860679776491393511617243391942837101e-16
1.3,50,-0.1538705960439444303868026602516851884272,-0.1538705960439442305437686714273477121448,1.998430339888243374762824433145598491499e-16
2.4,1,-3.278031643091577037496007884918560532134,0.2913748265379615866590343559163507993835,3.569406469629538624155042240834911331517
2.4,2,1.39647605564217007579486441661350399151,0.2913748265379615866590343559163507993835,1.105101229104208489135830060697153192126
2.4,3,0.5430233763768961601451560518053395759209,0.2913748265379615866590343559163507993835,0.2516485498389345734861216958889887765374
2.4,4,0.3881519639049768975234327928202062055393,0.2913748265379615866590343559163507993835,0.09677713736701531086439843690385540615577
2.4,5,0.3345865966819565484995008899124369470606,0.2913748265379615866590343559163507993835,0.04321177014399496184046653399608614767706
2.4,6,0.3118664054445005267385178077065843664711,0.2913748265379615866590343559163507993835,0.02049157890653894007948345179023356708756
2.4,7,0.3013610955948249319729848707726230210312,0.2913748265379615866590343559163507993835,0.009986269056863345313950514856272221647733
2.4,8,0.2963052826420743173754284903892814959144,0.2913748265379615866590343559163507993835,0.004930456104112730716394134472930696530928
2.4,9,0.2938246498139764948062142315896306181553,0.2913748265379615866590343559163507993835,0.002449823276014908147179875673279818771747
2.4,10,0.2925959194626329042887044803213505241522,0.2913748265379615866590343559163507993835,0.00122109292467131762967012440499972476865
2.4,11,0.2919844223438734425456034170037967701086,0.2913748265379615866590343559163507993835,0.0006095958059118558865690610874459707251225
2.4,12,0.2916793872771879954435788336120511204664,0.2913748265379615866590343559163507993835,0.0003045607392264087845444776957003210828915
2.4,13,0.2915270476790425464152852350622245084725,0.2913748265379615866590343559163507993835,0.0001522211410809597562508791458737090889924
2.4,14,0.291450922309159862480420784679988021226,0.2913748265379615866590343559163507993835,0.00007609577119827582138642876363722184250564
2.4,15,0.2914128707246984589118158675194755149581,0.2913748265379615866590343559163507993835,0.00003804418673687225278151160312471557457955
2.4,16,0.2913938477067360813261555751774129586736,0.2913748265379615866590343559163507993835,0.0000190211687744946671212192610621592900913
2.4,17,0.2913843368912155495157209202138016489435,0.2913748265379615866590343559163507993835,0.000009510353253962856686564297450849559957899
2.4,18,0.2913795816568071469397074194769419025173,0.2913748265379615866590343559163507993835,0.0000047551188455602806730635605911031337678
2.4,19,0.2913772040829392490001822518197749549449,0.2913748265379615866590343559163507993835,0.000002377544977662341147895903424155561347172
2.4,20,0.2913760153068391680652326171049901879077,0.2913748265379615866590343559163507993835,0.000001188768877581406198261188639388524224882
2.4,21,0.2913754209214975686316832093360684239749,0.2913748265379615866590343559163507993835,0.0000005943835359819726488534197176245913859895
2.4,22,0.2913751237295038759265745414482107565592,0.2913748265379615866590343559163507993835,0.000000297191542289267540185531859957175671762
2.4,23,0.2913749751336763059210867964373232289891,0.2913748265379615866590343559163507993835,0.0000001485957147192620524405209724296055897531
2.4,24,0.2913749008358048399543784558115032549362,0.2913748265379615866590343559163507993835,0.00000007429784325329534409989515245555268059491
2.4,25,0.2913748636868796867236917868401894694546,0.2913748265379615866590343559163507993835,0.00000003714891810006465743092383867007104819175
2.4,26,0.291374845112419755045722655473323229701,0.2913748265379615866590343559163507993835,0.00000001857445816838668829955697243031746232344
2.4,27,0.2913748358251904504409825565729448495269,0.2913748265379615866590343559163507993835,0.000000009287228863781948200656594050143422444664
2.4,28,0.2913748311815759634471612383208410487145,0.2913748265379615866590343559163507993835,0.000000004643614376788126882404490249330963586217
2.4,29,0.291374828859768761277386213807219588014,0.2913748265379615866590343559163507993835,0.000000002321807174618351857890868788630497998065
2.4,30,0.291374827698865170524282416680137534097,0.2913748265379615866590343559163507993835,0.000000001160903583865248060763786734713488827233
2.4,31,0.2913748271184133777306764227086067739325,0.2913748265379615866590343559163507993835,0.0000000005804517910716420667922559745490194491131
2.4,32,0.2913748268281874819796098988470412517828,0.2913748265379615866590343559163507993835,0.0000000002902258953205755429306904523992830024474
2.4,33,0.2913748266830745342655107548193331184092,0.2913748265379615866590343559163507993835,0.0000000001451129476064763989029823190257425820301
2.4,34,0.2913748266105180604488197122340007916635,0.2913748265379615866590343559163507993835,0.0000000000725564737897853563176499922799518874297
2.4,35,0.2913748265742398235505638232925591986598,0.2913748265379615866590343559163507993835,0.00000000003627823689152946737620839927634312459858
2.4,36,0.2913748265561007051039582869089063116738,0.2913748265379615866590343559163507993835,0.00000000001813911844492393099255551229030846249297
2.4,37,0.2913748265470311458812861207387545664252,0.2913748265379615866590343559163507993835,0.00000000000906955922225176482240376704169224916651
2.4,38,0.2913748265424963662701076881590858334702,0.2913748265379615866590343559163507993835,0.000000000004534779611073332242735034086668487844089
2.4,39,0.2913748265402289764645578844956018100485,0.2913748265379615866590343559163507993835,0.000000000002267389805523528579251010665000809876848
2.4,40,0.2913748265390952815617928358204472038689,0.2913748265379615866590343559163507993835,0.000000000001133694902758479904096404485443417869074
2.4,41,0.2913748265385284341104127747720167296329,0.2913748265379615866590343559163507993835,5.668474513784188556659302493982585692869e-13
2.4,42,0.2913748265382450103847233600700881969122,0.2913748265379615866590343559163507993835,2.834237256890041537373975286733662418321e-13
2.4,43,0.2913748265381032985218788066746956062991,0.2913748265379615866590343559163507993835,1.417118628444507583448069156183798036658e-13
2.4,44,0.2913748265380324425904565684658922298854,0.2913748265379615866590343559163507993835,7.085593142221254954143050191563125294508e-14
2.4,45,0.2913748265379970146247454589837137713963,0.2913748265379615866590343559163507993835,3.542796571110306736297201277017811180324e-14
2.4,46,0.2913748265379793006418899066481803495804,0.2913748265379615866590343559163507993835,1.771398285555073182955019693639869567835e-14
2.4,47,0.2913748265379704436504621310818025905296,0.2913748265379615866590343559163507993835,8.856991427775165451791146118304135088863e-15
2.4,48,0.2913748265379660151547482434489609489685,0.2913748265379615866590343559163507993835,4.428495713887532610149584973212936520041e-15
2.4,49,0.291374826537963800906891299670126937679,0.2913748265379615866590343559163507993835,2.214247856943753776138295465313519524322e-15
2.4,50,0.291374826537962693782962827790106634407,0.2913748265379615866590343559163507993835,1.107123928471873755835023477357501830786e-15
