degree_d,H,log_x,log_abs_product,normalized_ratio,predicted_constant,difference
1,500,345.474977991304545017221,-14551243.5031765141928441358774,-0.35289890827549616019017,-0.34689483016760129964493,-0.00600407810789
2,8,4.44656515581145278394261,-435.015963126649524868804500168,-1.11277292980964543211984,-0.250231725596408786958314,-0.862541204213
2,12,7.21915387805123402161154,-1808.19546266137834256250817384,-0.665733143922231836516698,-0.250231725596408786958314,-0.415501418326
2,16,9.99174260029101525928047,-5167.39700077771786823777486768,-0.518449999776142690739683,-0.250231725596408786958314,-0.26821827418
2,20,12.7643313225307964969494,-11867.7778692268822571235675819,-0.447071653670084687948898,-0.250231725596408786958314,-0.196839928074
2,24,15.5369200447705777346183,-23619.386716206777662870472163,-0.405330135276029805816805,-0.250231725596408786958314,-0.15509840968
2,28,18.3095087670103589722873,-42487.1635463620022375506973034,-0.378051502165253739003283,-0.250231725596408786958314,-0.127819776569
2,32,21.0820974892501402099562,-70890.9397207838461316580745421,-0.358868603074401308579848,-0.250231725596408786958314,-0.108636877478
2,36,23.8546862114899214476251,-111605.437957010291494108058264,-0.344659714115414586661888,-0.250231725596408786958314,-0.094427988519
2,40,26.627274933729702685294,-167760.2723290260124722377257,-0.33371999808058761082407,-0.250231725596408786958314,-0.0834882724842
2,44,29.399863655969483922963,-242839.948267262375211805776928,-0.325041539519046870753046,-0.250231725596408786958314,-0.0748098139226
2,48,32.1724523782092651606319,-340683.862558597437856992534871,-0.317991049205780742612192,-0.250231725596408786958314,-0.0677593236094
2,52,34.9450411004490463983008,-465486.303346355950550399945299,-0.31215096670168444829848,-0.250231725596408786958314,-0.0619192411053
2,56,37.7176298226888276359698,-621796.450130309355433051576828,-0.307234981772119523460403,-0.250231725596408786958314,-0.0570032561757
2,60,40.4902185449286088736387,-814518.37376667578664439262092,-0.303040310300844847121854,-0.250231725596408786958314,-0.0528085847044
2,64,43.2628072671683901113076,-1048911.03646812007032228989188,-0.299419353101659769413896,-0.250231725596408786958314,-0.0491876275053
2,68,46.0353959894081713489765,-1330588.29180375372460303182687,-0.296262146233970892156445,-0.250231725596408786958314,-0.0460304206376
2,72,48.8079847116479525866455,-1665518.88469913495962132848589,-0.293485100135277579874618,-0.250231725596408786958314,-0.0432533745389
2,76,51.5805734338877338243144,-2060026.45143626867751031155178,-0.291023549241955505815216,-0.250231725596408786958314,-0.0407918236455
2,80,54.3531621561275150619833,-2520789.51965360647240153433023,-0.28882668951591730857365,-0.250231725596408786958314,-0.0385949639195
2,90,61.2846339617269681561556,-4009595.18677436933033221619986,-0.28424585606214660915517,-0.250231725596408786958314,-0.0340141304657
2,100,68.216105767326421250328,-6077028.24524043083638512320949,-0.280636116287992104408815,-0.250231725596408786958314,-0.0304043906916
2,120,82.0790493785253274386726,-12495496.1835569441442501338934,-0.275311425194263332725885,-0.250231725596408786958314,-0.0250796995979
2,140,95.9419929897242336270173,-23010262.0654121241606650552956,-0.271573020008527578008843,-0.250231725596408786958314,-0.0213412944121
2,160,109.804936600923139815362,-39077201.7193941311493118906085,-0.268804165626445625348767,-0.250231725596408786958314,-0.01857244003
2,200,137.530823823320952192051,-94800141.1469871795930968871306,-0.264977382721278251151651,-0.250231725596408786958314,-0.0147456571249
2,250,172.188182851318217662913,-230273256.513660813614816016513,-0.261957074392376341950608,-0.250231725596408786958314,-0.011725348796
2,300,206.845541879315483133774,-475879705.051853122234459594027,-0.259963588710947244632953,-0.250231725596408786958314,-0.00973186311454
2,400,276.160259935310014075498,-1497655521.86774516598085935211,-0.257494051613010155215762,-0.250231725596408786958314,-0.0072623260166
2,500,345.474977991304545017221,-3647096829.61455927993612869386,-0.256024132073962113639931,-0.250231725596408786958314,-0.00579240647755
3,8,4.44656515581145278394261,-2457.81650138316385929470359199,-1.41392428386009277717365,-0.216604841754616107703748,-1.19731944211
3,12,7.21915387805123402161154,-14496.3518201546162933899065123,-0.739311098013747072310262,-0.216604841754616107703748,-0.522706256259
3,16,9.99174260029101525928047,-53751.4617513046106316807800606,-0.539739362182835289930741,-0.216604841754616107703748,-0.323134520428
3,20,12.7643313225307964969494,-151831.463151873068302898235634,-0.448096378698701823893421,-0.216604841754616107703748,-0.231491536944
3,24,15.5369200447705777346183,-358735.90851859463258905047771,-0.396232593036420296773003,-0.216604841754616107703748,-0.179627751282
3,28,18.3095087670103589722873,-747114.282265258972606482477999,-0.363081044137120887157087,-0.216604841754616107703748,-0.146476202383
3,32,21.0820974892501402099562,-1416524.6970000710872869354496,-0.340137929979663341341853,-0.216604841754616107703748,-0.123533088225
3,36,23.8546862114899214476251,-2497692.58980301160935860632116,-0.323348197721405059696575,-0.216604841754616107703748,-0.106743355967
3,40,26.627274933729702685294,-4156769.41850319710932720721101,-0.31054341297154199174065,-0.216604841754616107703748,-0.0939385712169
3,44,29.399863655969483922963,-6599591.35795624039945702490135,-0.300462629354203998121488,-0.216604841754616107703748,-0.0838577875996
3,48,32.1724523782092651606319,-10075937.9963216108377519803124,-0.292324121236352507700805,-0.216604841754616107703748,-0.0757192794817
3,52,34.9450411004490463983008,-14883791.0313399946319366879764,-0.285618139509644830833326,-0.216604841754616107703748,-0.069013297755
3,56,37.7176298226888276359698,-21373592.9666106551434375155122,-0.279998410109761932486365,-0.216604841754616107703748,-0.0633935683551
3,60,40.4902185449286088736387,-29952505.8078687931913636430988,-0.275221626246022739356062,-0.216604841754616107703748,-0.0586167844914
3,64,43.2628072671683901113076,-41088669.75926290735648812295,-0.271111910321141960457745,-0.216604841754616107703748,-0.0545070685665
3,68,46.0353959894081713489765,-55315461.9196321542852289387883,-0.267539017093715424462161,-0.216604841754616107703748,-0.0509341753391
3,72,48.8079847116479525866455,-73235754.9787837089936300653192,-0.26440446406150193608802,-0.216604841754616107703748,-0.0477996223069
3,76,51.5805734338877338243144,-95526175.9137701251713425277053,-0.261632422575715411672093,-0.216604841754616107703748,-0.0450275808211
3,80,54.3531621561275150619833,-122941364.68516669548560546104,-0.259163568942044321480571,-0.216604841754616107703748,-0.0425587271874
3,90,61.2846339617269681561556,-219606422.423831185118848458294,-0.254031196895132379309257,-0.216604841754616107703748,-0.0374263551405
3,100,68.216105767326421250328,-369298729.285976229191328109162,-0.25000183512872790345402,-0.216604841754616107703748,-0.0333969933741
3,120,82.0790493785253274386726,-909281467.894288960476700085309,-0.244082560384489936240976,-0.216604841754616107703748,-0.0274777186299
3,140,95.9419929897242336270173,-1950536359.70925964641959379377,-0.239944263556233838491735,-0.216604841754616107703748,-0.0233394218016
3,160,109.804936600923139815362,-3781408520.71195718494839640203,-0.236888659753169568865306,-0.216604841754616107703748,-0.0202838179986
3,200,137.530823823320952192051,-11448727353.3148848153747159441,-0.232678893913192184744381,-0.216604841754616107703748,-0.0160740521586
3,250,172.188182851318217662913,-34717485701.4844656820535341106,-0.229367325802276510067047,-0.216604841754616107703748,-0.0127624840477
3,300,206.845541879315483133774,-86022930402.0378877043027020002,-0.227186963902452817915619,-0.216604841754616107703748,-0.0105821221478
3,400,276.160259935310014075498,-360584077559.777052597342324794,-0.22449187715649872415805,-0.216604841754616107703748,-0.00788703540188
3,500,345.474977991304545017221,-1096920694500.02487864449341895,-0.222890850188942588010854,-0.216604841754616107703748,-0.00628600843433
