source_path,sha256,size_bytes,semantic_class,canonical_destination,disposition,rationale
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_package/data/exact_dyadic_values.txt,f10441904efab3d401aa7ada1147e37d08c347e801f669f2b139aff302a3944e,764,numeric_data,assets/endpoint/wright-omega/data/exact_dyadic_values.txt,retained_copy,Unique exact or high-precision data snapshot retained.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_package/data/scaled_residuals.png,6b01fc668d0e5ca31699991b55f616b34cec878a2686226a3df2b1b2cdff8947,64262,figure_raster,assets/endpoint/wright-omega/figures/scaled_residuals.png,retained_copy,Unique raster figure retained for reproducible comparison.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_package/data/symbolic_inverse_coefficients.txt,f0bb76a1a0d085e038dcf839fd50f41e4fe0c5923cc6ec3dac620beb58c380c6,990,numeric_log,assets/endpoint/wright-omega/data/symbolic_inverse_coefficients.txt,retained_copy,Unique symbolic or numerical verification log retained.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_package/figures/carrier_comparison.pdf,1c0ade890cd2217fcb4ad51aa8c2cbf37c2f2fdbbed9eab048d0bf42994391b8,20086,figure_vector,assets/endpoint/wright-omega/figures/carrier_comparison.pdf,retained_copy,Unique vector figure retained for publication use.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_package/figures/carrier_comparison.png,516b0ef762b94e9190d523dd2b51a9828445b4fd7087eb0f430a84fe84f781e9,135890,figure_raster,assets/endpoint/wright-omega/figures/carrier_comparison.png,deduplicated_to_retained_payload,Byte-identical to data/carrier_comparison.png; only one canonical copy is kept.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_package/figures/scaled_residuals.pdf,cddaadc89ff83e4ec9aa7c6fade0c02b5bd31dbcd9dfb9b6d300dba384c6c34d,16902,figure_vector,assets/endpoint/wright-omega/figures/scaled_residuals.pdf,retained_copy,Unique vector figure retained for publication use.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_package/figures/scaled_residuals.png,6b01fc668d0e5ca31699991b55f616b34cec878a2686226a3df2b1b2cdff8947,64262,figure_raster,assets/endpoint/wright-omega/figures/scaled_residuals.png,deduplicated_to_retained_payload,Byte-identical to data/scaled_residuals.png; only one canonical copy is kept.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_package/inverse_fabius_experiments.py,d709bba8f2c3116ab8c8f94f8a41010f0578410251d5a7e9a6299b4d05a82408,18345,reproduction_script,assets/endpoint/wright-omega/scripts/inverse_fabius_experiments.py,retained_copy,Unique reproducibility program retained under a semantic namespace.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_package/requirements.txt,234c3a2ca48ee1075ad578dd9cd351dba958b930e7a423ac125f03b9780341c8,40,dependency_specification,assets/requirements.txt,consolidated_into_dependency_specification,The strongest supplied lower bounds are merged into one canonical requirement set.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_report/README.md,9f462425dd81bbc9b95ffeee438be4ab2a559841a26b8177bffd18333bdb5c9c,3957,package_documentation,assets/README.md,merged_into_canonical_reproduction_readme,Commands and package layout are consolidated into the asset README.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_report/SHA256SUMS,84cd527bf507e12883f6051efd23028872bf43a60a7032d29e9820e4deb02bd8,827,provenance_ledger,assets/provenance/endpoint/dyadic-completion-SHA256SUMS.txt,retained_copy,"Historical checksum or arrival manifest retained as provenance, not as the live canonical ledger."
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_report/dyadic_tail_convergence.pdf,71e889f36bfed4ec62329dcd02b9ba9bf884ab373b8dcf235c69edec0229439a,15722,figure_vector,assets/endpoint/dyadic-completion/figures/dyadic_tail_convergence.pdf,retained_copy,Unique vector figure retained for publication use.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_report/generated_coefficients.tex,7460fcf25a9bcb93870c24dc269e23f856b927f28c36e3b699cb1fba833d8ebe,2857,generated_tex,assets/endpoint/dyadic-completion/generated/generated_coefficients.tex,retained_copy,Unique machine-generated TeX fragment retained.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_report/inverse_fabius_experiments.py,31d9f01fa04b6ba6f82a40e75c5cf3aa611902502ee6ecc937baa9396f376df7,15586,reproduction_script,assets/endpoint/dyadic-completion/scripts/inverse_fabius_experiments.py,retained_copy,Unique reproducibility program retained under a semantic namespace.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_report/psi_periodic.pdf,a1ca0ab8f3dd35e5ff33152e9a4a1f5da8517f807293df1d5df62641dee9039f,15312,figure_vector,assets/endpoint/dyadic-completion/figures/psi_periodic.pdf,retained_copy,Unique vector figure retained for publication use.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_report/requirements.txt,465fefc35d9894b94f24fdfed8a8411af231db5d1bbf3d3d044492c52ed01adc,51,dependency_specification,assets/requirements.txt,consolidated_into_dependency_specification,The strongest supplied lower bounds are merged into one canonical requirement set.
inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/assets/inverse_fabius_asymptotics_report/verification_output.txt,15eaf737ec26e485dfa816d3b43ea9dd8bf19f4ce61f337f2e1515f9ea33fe81,2725,numeric_log,assets/endpoint/dyadic-completion/data/verification_output.txt,retained_copy,Unique symbolic or numerical verification log retained.
inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/ARRIVAL_SHA256SUMS.txt,4e8efef7a09040949ffcaccec8c2dbe55ebef202db44abb9b63d912222f38b8a,628,provenance_ledger,assets/provenance/computability/ARRIVAL_SHA256SUMS.txt,retained_copy,"Historical checksum or arrival manifest retained as provenance, not as the live canonical ledger."
inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/README.txt,fd01e4ac45ae2a237d0fe0c90f67d9c6173904d744b317f8dbdf4b57566bfdc8,7963,package_documentation,PROVENANCE.md; assets/README.md,merged_into_canonical_documentation,"Status, crosswalk, and reproduction notes are consolidated into canonical documentation."
inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/SHA256SUMS.txt,49f4d1b4522c4cbc1c0c3d1769c19ecf3d257f38e24a16b207c23a6f957a1923,561,operational_checksum_ledger,,not_retained_stale_operational_ledger,The TeX and README rows are stale; the canonical live ledger replaces it.
inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.pdf,5a9976f9ece840d1b8456b4ea3753c36e369cbade8caff1c04158cc7d33cff75,711374,historical_render,,retire_after_canonical_publication,The retained PDF is not synchronized with the current source.
inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability.tex,ca8fa1819440543c011b5fcd2b6dd7816ee3d5f2da1e0975a0dfe07c84e8c16f,123248,master_source,chapters/06_computability.tex,absorbed_into_canonical_text,Result-level content is represented in the raw source inventory and computability chapter; reviewed theorem-concordance disposition remains pending.
inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/inverse_fabius_computability_experiments.py,ad8105be134ef782af3344c69ea100c1f077d704527b895b1e805f4055d92acd,12369,reproduction_script,assets/computability/inverse_fabius_computability_experiments.py,retained_copy,Unique reproducibility program retained under a semantic namespace.
inverse-asymptotics-and-computability/Inverse_Fabius_Computability_Report/numerical_output.txt,6f65be66860d65b95c20dee9f2cfa204b0b6c4464f8d768467184c3fd47e2ff9,2476,numeric_log,assets/computability/numerical_output.txt,retained_copy,Unique symbolic or numerical verification log retained.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.pdf,a0f72eeb7f0868077f9c5ed512efd9ff6a6613bd4ada9139b8f629107aed6203,1840807,historical_render,,retire_after_canonical_publication,The retained PDF predates the current source and is superseded by the canonical PDF.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,e00614842a31e5510e32154dee7444058420ac9f6b374845229e2fae7f64ed76,276240,master_source,chapters/03_inverse_germs_and_deconvolution.tex; chapters/04_endpoint_all_orders.tex; chapters/05_dyadic_self_sampling.tex,absorbed_into_canonical_text,Result-level content is represented in the raw source inventory and canonical chapters; reviewed theorem-concordance disposition remains pending.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/README.txt,6e6c43efb71cbd9233c222e9e45ab928f85b3a1c81b1bdd2cc84e29521675f19,2140,package_documentation,assets/README.md,merged_into_canonical_reproduction_readme,Commands and status notes are consolidated into the canonical asset README.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/appell_polynomials.tex,a17a506bded1d51ad7ab8ec0ed7eac95bb97f8878a9c22959a7d2328b550a959,797,generated_tex,assets/self-sampling/generated/appell_polynomials.tex,retained_copy,Unique machine-generated TeX fragment retained.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/appell_root_certificate.txt,4add021d36f38580124970efdf86d36fe19bc430e8f24d4ff04f3308379972e1,268,numeric_log,assets/self-sampling/data/appell_root_certificate.txt,retained_copy,Unique symbolic or numerical verification log retained.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/appell_root_counts.csv,c8395506c15492b2a7e16091316e492276d740253cfb3eef068b832a42ef0f56,175,numeric_data,assets/self-sampling/data/appell_root_counts.csv,retained_copy,Unique exact or high-precision data snapshot retained.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/appell_roots.png,2b9a8cb0cd57d1d3fdfa299b868e0f4145e2f25d47c423ac9e1aa0d42fc201ab,61803,figure_raster,assets/self-sampling/figures/appell_roots.png,retained_copy,Unique raster figure retained for reproducible comparison.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/defect_profiles.png,d35e0cb1084fed73a7ec635572dcd4ab90456ae29a1710018c2be4be8fd956d4,178978,figure_raster,assets/self-sampling/figures/defect_profiles.png,retained_copy,Unique raster figure retained for reproducible comparison.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/experiments.py,e07f0e2207db50730c4bf7a64569dba7c64959c29749f6be5577cb10e83391cf,23083,reproduction_script,assets/self-sampling/scripts/experiments.py,retained_copy,Unique reproducibility program retained under a semantic namespace.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/harmonic_tail_table.tex,541a3b26aa123535797a38b6bc3020427c08c94fce847abe6ec9d3d3a3d82a26,376,generated_tex,assets/self-sampling/generated/harmonic_tail_table.tex,retained_copy,Unique machine-generated TeX fragment retained.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/quadrature_table.csv,3dd968665b367130ed6d41cafdc2e7277e78cf44590b8a33272c501caee6f2ae,495,numeric_data,assets/self-sampling/data/quadrature_table.csv,retained_copy,Unique exact or high-precision data snapshot retained.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/quadrature_table.tex,43b22a0d790f7486e1a543f3dac2cb1b208b7e368e9918c88b65ec9719472023,710,generated_tex,assets/self-sampling/generated/quadrature_table_exact.tex,retained_copy,Exact table paired with the decimal display and common generating script.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/quadrature_table_display.tex,1cd8ed5fddd739ef13fc974876941a0c3a07ba4a02f569636a72390fd70296b9,559,generated_tex,assets/self-sampling/generated/quadrature_table_display.tex,retained_copy,Decimal display paired with the exact table; both are generated from one script.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/quadrature_weights.png,0b77f6ecdabf9f8edaa55ae47a3af60b6a31bfb7ef59a9011dea93a8a04a8597,64470,figure_raster,assets/self-sampling/figures/quadrature_weights.png,retained_copy,Unique raster figure retained for reproducible comparison.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/spectral_check.tex,6202fbbd6c83bac937fd7aa0a94b62c28215b92ac9ff28fb368d5b3244dfd869,813,generated_tex,assets/self-sampling/generated/spectral_check_exact.tex,retained_copy,Exact spectral table paired with its decimal display.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Dyadic_Self_Sampling_Frontier_Package/spectral_check_display.tex,5cb4babb3fa025c78eb217f401f3017a77825d67519270e0f6acd75101a209c1,672,generated_tex,assets/self-sampling/generated/spectral_check_display.tex,retained_copy,Decimal display paired with the exact spectral table and common generating script.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Inverse_Frontier_Report_Source_and_PDF/README.txt,28fb57783c88919da88fa69d82825aeb39636d8f55636de1a45ade054d484b27,2219,package_documentation,assets/README.md,merged_into_canonical_reproduction_readme,"Commands, dependencies, and status notes are consolidated into the asset README."
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Inverse_Frontier_Report_Source_and_PDF/SHA256SUMS.txt,663d02e7c98df4b126de9a16e49b27deb3be0106f251ace7eeddc473f52d37f9,1145,provenance_ledger,assets/provenance/sampling/inverse-frontier-SHA256SUMS.txt,retained_copy,"Historical checksum or arrival manifest retained as provenance, not as the live canonical ledger."
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Inverse_Frontier_Report_Source_and_PDF/data/constants.txt,40e512c2b878496ec5afc59e11478c7a947058845776605212cc383e0e625466,355,numeric_data,assets/inverse-germs/data/constants.txt,retained_copy,Unique exact or high-precision data snapshot retained.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Inverse_Frontier_Report_Source_and_PDF/data/endpoint_errors.csv,3d6d4800c49c66f5db9f48dcefdeb98ddb2197f7aacb1971afe73277fde949ef,63856,numeric_data,assets/inverse-germs/data/endpoint_errors.csv,retained_copy,Unique exact or high-precision data snapshot retained.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Inverse_Frontier_Report_Source_and_PDF/data/quarter_quantile_errors.csv,f996316519d9186b3f0c04e01fd161c2260a90aadcd76bbf12d2c02b4a5eeee1,4333,numeric_data,assets/inverse-germs/data/quarter_quantile_errors.csv,retained_copy,Unique exact or high-precision data snapshot retained.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Inverse_Frontier_Report_Source_and_PDF/data/symbolic_verification.txt,74eba0c68a869cb1d8b94734c3bb9e8d42c9cb28e477c2e977830bfd9f99407a,1958,numeric_log,assets/inverse-germs/data/symbolic_verification.txt,retained_copy,Unique symbolic or numerical verification log retained.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Inverse_Frontier_Report_Source_and_PDF/figures/endpoint_inverse_errors.png,c6119c40bbdb4204b3ae41ffda01d4e2c6040e7edee5a988d3b78d5f6495444d,125632,figure_raster,assets/inverse-germs/figures/endpoint_inverse_errors.png,retained_copy,Unique raster figure retained for reproducible comparison.
inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/assets/Fabius_Inverse_Frontier_Report_Source_and_PDF/figures/periodic_inverse_phase.png,82278a64d63cf55fa3b921c5faef375daa882a4bc0ef175991d94408d63aa3a1,56248,figure_raster,assets/inverse-germs/figures/periodic_inverse_phase.png,retained_copy,Unique raster figure retained for reproducible comparison.
