source_path,sha256,bytes,source_class,disposition,destination,reason
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Dyadic_Comb_Sums_Report_Package/generated/integer_closed_forms.tex,3f9fdc946301752e38ef8cf2ac55c05dba2ebea812ccd94f111469e07abb57c4,1172,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Dyadic_Comb_Sums_Report_Package/generated/integer_closed_forms.tex,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Dyadic_Comb_Sums_Report_Package/requirements.txt,7ff64bdd4b74bab29d84b97b77c3b4f8135599d8ae890f0895add173fae44fbe,30,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Dyadic_Comb_Sums_Report_Package/requirements.txt,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/Makefile,3dd765d5cc7f321c630bfee62effd2a51a3d1cb132afe3d66ea87ba3978c7244,375,broken-build-wrapper,retired-broken-wrapper,,Its publication targets name a removed TeX manuscript; replay commands are documented directly.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/README.md,543f02dad96e7e1d72d6625e1da5a2b5a3a202429b46da45b67ef5736713cad5,2379,superseded-documentation,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/README.md,Unique replay commands and provenance are distilled into canonical documentation.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/SHA256SUMS,4a96791459ce9b44d0e5fd9e7ad6954e751f2e3ceea933b8ea4f45e7cb800c33,1632,historical-checksum-ledger,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/HISTORICAL_LEDGER_AUDIT.csv,The source ledger is stale or package-local; every row and verification outcome is preserved in one audit table.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/SOURCE_AUDIT.md,7e105adaa880a1946ee2e389072545bd13f1b57f8544c8244c7ce42cbeb74f8c,1701,superseded-administration,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/PROVENANCE.md,Nonduplicative provenance is retained; package-specific wrapper prose is retired.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/corrected_errors.csv,46df82a74ecb7e3371b94021655208cf0ec06eec5e4e9d017df5c438e9d5ea62,2201,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/data/corrected_errors.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/moment_table.tex,44b12236c57bb7e13aa99a20a4d0a6d3138c030fd06d047873082c94af84c90d,635,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/data/moment_table.tex,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/moments.csv,12f62161d6a6fab62c05fa008692ecb23717082be981cacc724def5663b9ae7d,384,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/data/moments.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/numerical_results.txt,e32c80b78bb54aa2f59c1c022bb5e6db8346dac0788c2092a895658c21fad8df,2440,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/data/numerical_results.txt,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/richardson.csv,594b53e93ea9623a8fd9a1872f984452d7e8d69810ae3ddc2a57ee25b07ae7bb,375,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/data/richardson.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/ruffa_n3.csv,f31980ac0682dea29733987c552376610f0282c25672739af21d6b0c8f1e674b,430,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/data/ruffa_n3.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/spectral_series.csv,84873d46b3c0615e3ecfdc5f9e04c72fb5be88401e9b5a94251038ac2d8b5a6b,298,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/data/spectral_series.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/spectral_table.tex,1564ebe42f11ffe4825184f4767f6c34bb129bb18b8eb12e1dce04876806f134,381,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/data/spectral_table.tex,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/termination_errors.pdf,2fdffe7c63b44cb0994226efc069db83fb5ba4e6563dfbff128ab27dd5a6af70,22541,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/termination_errors.png,082302855c235e1d4be9eb07ed14b53476e1708ec02d1bde5be0fcf5b1f38c26,127825,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/data/termination_errors.png,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/threshold_table.tex,537ecfa97ed4cbacb718ad5ef6e2445ca347ac5d647a45379b863b656434423d,692,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/data/threshold_table.tex,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/data/thresholds.csv,ae1d13d730f01d1fbddc5b24c1edf9974fb64c6207421686a54da7c45100921b,372,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/data/thresholds.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Euler_Maclaurin_Report_Package/fabius_em_experiments.py,4584fd55947e190c858667ab19cfda26f808cf3f3e3d2f127154478fbf778b8f,24666,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Euler_Maclaurin_Report_Package/fabius_em_experiments.py,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/README.md,14e60e946d7678f39dc0a18806c55aa1c2c7c7b0b4421c99b264b83ec4092285,2797,superseded-documentation,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/README.md,Unique replay commands and provenance are distilled into canonical documentation.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/RUN_METADATA.txt,6d13245fcf860a6b81cb8ccb542a20150d14b9ed875cbd5f2c64e0b874f475ef,175,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Rvachev_Dyadic_Interpolation_Report/RUN_METADATA.txt,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/SHA256SUMS.txt,bfd547962a07a7d0575b5fd7900a569058fd976d51d7bc1ddd5bb79ab9351838,2392,historical-checksum-ledger,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/HISTORICAL_LEDGER_AUDIT.csv,The source ledger is stale or package-local; every row and verification outcome is preserved in one audit table.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/fabius_dyadic_interpolation_experiments.py,084365d63adca78ee7f64e1bf83a4ed9c476bc1ae2beb87378c72fd4601ee446,26910,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Rvachev_Dyadic_Interpolation_Report/fabius_dyadic_interpolation_experiments.py,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/endpoint_error_profile_N32.pdf,ac8a654ff0417ee26657f9fd7c200f4ea4103830b04fff6f82addb112bbd29cc,15752,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/full_grid_hermite_error.pdf,3ecc0fb171bde91f8511af2e8a68e0583a8c5aeeafc61ad4fc9678108de8a9be,13367,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/interpolants_N32.pdf,ce8a816f99b0502e4a40bc71eeb045f2fcdc9adad34dac68c956534ac8bb1054,15633,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/jet_error_scan_N128.pdf,3743ef9b38c707f3e40f00dcd7ca55a2a1579f0271cb088a0919c73dee449ba3,13642,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/jet_error_scan_N256.pdf,5d35661ce95206ad2a96eaa0d96a4b34d8c3a1e8a3b3e6ee38376026494d3b59,13238,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/jet_error_scan_N32.pdf,9fba77178e8aa5168ab91591d3d7e11f1807f910d0a7f244fa6a55b0fe476b6a,14538,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/jet_error_scan_N64.pdf,04d328538b4676c052e4de0847de60cfe2f6bab1224f303842de1dc3e7736b7d,13398,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/jet_weighted_lebesgue_N128.pdf,528dba59720144b300a2eaa815a6eb662e0504b6c2cec754ad15d7bda3bc363d,13927,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/jet_weighted_lebesgue_N256.pdf,4fe903f2c8fd7576876e4e2951a1f8acb7b1b3bf539c10cb149bb01d6528fb2f,13743,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/jet_weighted_lebesgue_N32.pdf,9d8fe96efd4bb88d2a69f17120093092df6313e1880c672a73494604e49d43e8,14927,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/jet_weighted_lebesgue_N64.pdf,0e934f36e197d9ee29f0268c4268c42973cd4dfebd3e00426920bb8e4dcf786e,13860,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/standard_error_growth.pdf,a1f7f0d47f0609d0fb7953c07557dabcfd53074693d55bd93da7e3d3744d1b29,15292,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
